date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:29:59	9177/9177	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jan%202019%2016:59:59%20GMT	http://studio96.webflow.io/projects/funding-naturhikez	C:/My%20Web%20Sites/web1/studio96.webflow.io/projects/funding-naturhikez.html	(from http://studio96.webflow.io/)
22:30:00	7365/7365	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jan%202019%2017:00:00%20GMT	http://studio96.webflow.io/team/karla-tampson	C:/My%20Web%20Sites/web1/studio96.webflow.io/team/karla-tampson.html	(from http://studio96.webflow.io/)
22:30:00	129831/129831	---M--	200	added ('OK')	image/jpeg	etag:%22d86cee6e36fefa18c1308b27bcb8087b%22	https://daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/5679115bc23895ea308e235f_rock-climb.jpg	C:/My%20Web%20Sites/web1/daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/5679115bc23895ea308e235f_rock-climb.jpg	(from http://studio96.webflow.io/)
22:30:01	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:02%20GMT	http://studio96.webflow.io/team/kanny-harley	C:/My%20Web%20Sites/web1/studio96.webflow.io/team/kanny-harley	(from http://studio96.webflow.io/)
22:30:01	110797/110797	---M--	200	added ('OK')	image/png	etag:%2286c49a0eb11f77f6e5c3dddf1438f7f3%22	https://daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/5679a8c029bb7430358704eb_testimonial-2.png	C:/My%20Web%20Sites/web1/daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/5679a8c029bb7430358704eb_testimonial-2.png	(from http://studio96.webflow.io/)
22:30:03	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:02%20GMT	http://studio96.webflow.io/team/kara-hield	C:/My%20Web%20Sites/web1/studio96.webflow.io/team/kara-hield	(from http://studio96.webflow.io/)
22:30:03	38356/38356	---M--	200	added ('OK')	image/jpeg	etag:%2294d7812c5e27927ca30257a1fbf6d740%22	https://daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/5679a8f8d1c3e7cc201d3a55_grey-left-300.jpg	C:/My%20Web%20Sites/web1/daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/5679a8f8d1c3e7cc201d3a55_grey-left-300.jpg	(from http://studio96.webflow.io/)
22:30:05	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:04%20GMT	http://studio96.webflow.io/posts/updates-to-payments	C:/My%20Web%20Sites/web1/studio96.webflow.io/posts/updates-to-payments	(from http://studio96.webflow.io/)
22:30:05	74189/74189	---M--	200	added ('OK')	image/jpeg	etag:%224aa3ee18277a92712c5e5c774a1c0615%22	https://daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/5679a92fe7f2da3b70615049_green-mid-300.jpg	C:/My%20Web%20Sites/web1/daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/5679a92fe7f2da3b70615049_green-mid-300.jpg	(from http://studio96.webflow.io/)
22:30:07	7625/7625	---M-Z	200	added ('OK')	text/html	date:Tue,%2022%20Jan%202019%2017:00:06%20GMT	http://studio96.webflow.io/posts/giving-back	C:/My%20Web%20Sites/web1/studio96.webflow.io/posts/giving-back.html	(from http://studio96.webflow.io/)
22:30:07	194398/194398	---M--	200	added ('OK')	image/jpeg	etag:%220c47db4d9cdce50535b8be910a373b16%22	https://daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/567b95b4ffba789f3ae3bab6_stars-mountains.jpg	C:/My%20Web%20Sites/web1/daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/567b95b4ffba789f3ae3bab6_stars-mountains.jpg	(from http://studio96.webflow.io/)
22:30:08	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:08%20GMT	http://studio96.webflow.io/posts/helping-others-succeed	C:/My%20Web%20Sites/web1/studio96.webflow.io/posts/helping-others-succeed	(from http://studio96.webflow.io/)
22:30:08	201210/201210	---M--	200	added ('OK')	image/jpeg	etag:%2229762544a71fa3d95bbb58ec6df940c9%22	https://daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/567b95cf1955285570c749e7_stary-night.jpg	C:/My%20Web%20Sites/web1/daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/567b95cf1955285570c749e7_stary-night.jpg	(from http://studio96.webflow.io/)
22:30:10	154450/154450	---M-Z	200	added ('OK')	text/javascript	etag:%22b5c0b72a926802d75358b0e133266edf%22	https://daks2k3a4ib2z.cloudfront.net/567875ddd74390fe094fcbb6/js/webflow.b6431e542.js	C:/My%20Web%20Sites/web1/daks2k3a4ib2z.cloudfront.net/567875ddd74390fe094fcbb6/js/webflow.b6431e542.js	(from http://studio96.webflow.io/)
22:30:10	85589/85589	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	C:/My%20Web%20Sites/web1/ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	(from http://studio96.webflow.io/)
22:30:11	3618/3618	---M--	200	added ('OK')	image/png	etag:%2216816fe6bf01abe1fec12aa0e42d17b0%22	https://d3e54v103j8qbb.cloudfront.net/img/example-bg.png	C:/My%20Web%20Sites/web1/d3e54v103j8qbb.cloudfront.net/img/example-bg.png	(from https://daks2k3a4ib2z.cloudfront.net/567875ddd74390fe094fcbb6/css/studio96.webflow.0a903518c.css)
22:30:11	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:12%20GMT	http://studio96.webflow.io/category/company-updates	C:/My%20Web%20Sites/web1/studio96.webflow.io/category/company-updates	(from http://studio96.webflow.io/blog)
22:30:11	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:12%20GMT	http://studio96.webflow.io/category/giving-back	C:/My%20Web%20Sites/web1/studio96.webflow.io/category/giving-back	(from http://studio96.webflow.io/blog)
22:30:12	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:12%20GMT	http://studio96.webflow.io/category/new-features	C:/My%20Web%20Sites/web1/studio96.webflow.io/category/new-features	(from http://studio96.webflow.io/blog)
22:30:12	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:13%20GMT	http://studio96.webflow.io/pricing	C:/My%20Web%20Sites/web1/studio96.webflow.io/pricing.html	(from http://studio96.webflow.io/)
22:30:12	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:13%20GMT	http://studio96.webflow.io/contact	C:/My%20Web%20Sites/web1/studio96.webflow.io/contact.html	(from http://studio96.webflow.io/)
22:30:12	110955/110955	---M--	200	added ('OK')	image/jpeg	etag:%22a5691eb7984b3d01ee684a02210fbad6%22	https://daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/567b8aa6cf0bd64c701bead1_Screen-UI-2Screens.jpg	C:/My%20Web%20Sites/web1/daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/567b8aa6cf0bd64c701bead1_Screen-UI-2Screens.jpg	(from http://studio96.webflow.io/projects/task-app-creation)
22:30:13	43320/43320	---M--	200	added ('OK')	image/jpeg	etag:%2258e104c1a5eb380884fb352fb8d3bf05%22	https://daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/567b8abd101255767daf0df3_Screen-UI-2.jpg	C:/My%20Web%20Sites/web1/daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/567b8abd101255767daf0df3_Screen-UI-2.jpg	(from http://studio96.webflow.io/projects/ecosysta-improvements)
22:30:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:14%20GMT	http://studio96.webflow.io/team/kanny-harley	C:/My%20Web%20Sites/web1/studio96.webflow.io/team/kanny-harley.html	(from http://studio96.webflow.io/)
22:30:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:14%20GMT	http://studio96.webflow.io/team/kara-hield	C:/My%20Web%20Sites/web1/studio96.webflow.io/team/kara-hield.html	(from http://studio96.webflow.io/)
22:30:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:14%20GMT	http://studio96.webflow.io/posts/updates-to-payments	C:/My%20Web%20Sites/web1/studio96.webflow.io/posts/updates-to-payments.html	(from http://studio96.webflow.io/)
22:30:14	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:15%20GMT	http://studio96.webflow.io/posts/helping-others-succeed	C:/My%20Web%20Sites/web1/studio96.webflow.io/posts/helping-others-succeed.html	(from http://studio96.webflow.io/)
22:30:15	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:15%20GMT	http://studio96.webflow.io/category/company-updates	C:/My%20Web%20Sites/web1/studio96.webflow.io/category/company-updates.html	(from http://studio96.webflow.io/blog)
22:30:15	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:15%20GMT	http://studio96.webflow.io/category/giving-back	C:/My%20Web%20Sites/web1/studio96.webflow.io/category/giving-back.html	(from http://studio96.webflow.io/blog)
22:30:15	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:15%20GMT	http://studio96.webflow.io/category/new-features	C:/My%20Web%20Sites/web1/studio96.webflow.io/category/new-features.html	(from http://studio96.webflow.io/blog)
22:30:15	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:16%20GMT	http://studio96.webflow.io/pricing	C:/My%20Web%20Sites/web1/studio96.webflow.io/pricing.html	(from http://studio96.webflow.io/)
22:30:15	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:16%20GMT	http://studio96.webflow.io/contact	C:/My%20Web%20Sites/web1/studio96.webflow.io/contact.html	(from http://studio96.webflow.io/)
22:30:15	50311/50311	---M--	200	added ('OK')	image/jpeg	etag:%225ea42a7ff25ef179a24d4a3e67edd85f%22	https://daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/567b8ad2101255767daf0df8_Screen-UI-1.jpg	C:/My%20Web%20Sites/web1/daks2k3a4ib2z.cloudfront.net/567911245e1bd6e130868400/567b8ad2101255767daf0df8_Screen-UI-1.jpg	(from http://studio96.webflow.io/projects/spectrum-branding)
22:30:16	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:16%20GMT	http://studio96.webflow.io/team/kara-hield	C:/My%20Web%20Sites/web1/studio96.webflow.io/team/kara-hield.html	(from http://studio96.webflow.io/)
22:30:16	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:16%20GMT	http://studio96.webflow.io/team/kanny-harley	C:/My%20Web%20Sites/web1/studio96.webflow.io/team/kanny-harley.html	(from http://studio96.webflow.io/)
22:30:16	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:16%20GMT	http://studio96.webflow.io/posts/updates-to-payments	C:/My%20Web%20Sites/web1/studio96.webflow.io/posts/updates-to-payments.html	(from http://studio96.webflow.io/)
22:30:16	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:17%20GMT	http://studio96.webflow.io/posts/helping-others-succeed	C:/My%20Web%20Sites/web1/studio96.webflow.io/posts/helping-others-succeed.html	(from http://studio96.webflow.io/)
22:30:17	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:17%20GMT	http://studio96.webflow.io/category/company-updates	C:/My%20Web%20Sites/web1/studio96.webflow.io/category/company-updates.html	(from http://studio96.webflow.io/blog)
22:30:17	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:17%20GMT	http://studio96.webflow.io/category/giving-back	C:/My%20Web%20Sites/web1/studio96.webflow.io/category/giving-back.html	(from http://studio96.webflow.io/blog)
22:30:17	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Tue,%2022%20Jan%202019%2017:00:17%20GMT	http://studio96.webflow.io/category/new-features	C:/My%20Web%20Sites/web1/studio96.webflow.io/category/new-features.html	(from http://studio96.webflow.io/blog)
